"","mouse.names","human.names","mouse.ensemble"
"551","Snrpd1","SNRPD1","ENSMUSG00000002477"
"552","Ppp1r10","PPP1R10","ENSMUSG00000039220"
"553","Pole2","POLE2","ENSMUSG00000020974"
"554","Taf7","TAF7","ENSMUSG00000051316"
"555","Csnk1a1","CSNK1A1","ENSMUSG00000024576"
"557","Rpl35","RPL35","ENSMUSG00000062997"
"558","Rps18","RPS18","ENSMUSG00000008668"
"559","Smc4","SMC4","ENSMUSG00000034349"
"560","Sf3b4","SF3B4","ENSMUSG00000068856"
"561","Atp6v0c","ATP6V0C","ENSMUSG00000024121"
"562","Mcm2","MCM2","ENSMUSG00000002870"
"563","Rpl24","RPL24","ENSMUSG00000098274"
"564","Snrpc","SNRPC","ENSMUSG00000024217"
"565","Mcm7","MCM7","ENSMUSG00000029730"
"566","Scarb2","SCARB2","ENSMUSG00000029426"
"567","B3gat3","B3GAT3","ENSMUSG00000071649"
"568","Hdac1","HDAC1","ENSMUSG00000028800"
"569","Dtl","DTL","ENSMUSG00000037474"
"570","Mak16","MAK16","ENSMUSG00000031578"
"571","Actl6a","ACTL6A","ENSMUSG00000027671"
"572","Uxs1","UXS1","ENSMUSG00000057363"
"573","Terf2","TERF2","ENSMUSG00000031921"
"574","Bcar3","BCAR3","ENSMUSG00000028121"
"575","Mcm3","MCM3","ENSMUSG00000041859"
"576","Aurkc","AURKC","ENSMUSG00000070837"
"577","Aurkb","AURKB","ENSMUSG00000020897"
"578","Cct3","CCT3","ENSMUSG00000001416"
"579","Cct2","CCT2","ENSMUSG00000034024"
"580","Cct7","CCT7","ENSMUSG00000030007"
"581","Rpl36a","RPL36A","ENSMUSG00000079435"
"582","Atp6ap1","ATP6AP1","ENSMUSG00000019087"
"583","Eef1g","EEF1G","ENSMUSG00000071644"
"584","Naca","NACA","ENSMUSG00000061315"
"585","Fshr","FSHR","ENSMUSG00000032937"
"586","Mtf1","MTF1","ENSMUSG00000028890"
"587","Lmnb1","LMNB1","ENSMUSG00000024590"
"588","Lmna","LMNA","ENSMUSG00000028063"
"589","Kif11","KIF11","ENSMUSG00000012443"
"590","Flot1","FLOT1","ENSMUSG00000059714"
"591","Flot2","FLOT2","ENSMUSG00000061981"
"592","Igf1r","IGF1R","ENSMUSG00000005533"
"593","Insr","INSR","ENSMUSG00000005534"
"594","Ros1","ROS1","ENSMUSG00000019893"
"595","Ptk2b","PTK2B","ENSMUSG00000059456"
"596","Invs","INVS","ENSMUSG00000028344"
"597","Vangl2","VANGL2","ENSMUSG00000026556"
"598","Cryaa","CRYAA","ENSMUSG00000024041"
"599","Nek8","NEK8","ENSMUSG00000017405"
"600","Gbx2","GBX2","ENSMUSG00000034486"
"601","Cygb","CYGB","ENSMUSG00000020810"
"602","Gpi1","GPI","ENSMUSG00000036427"
"603","Cpa1","CPA1","ENSMUSG00000054446"
"604","Id3","ID3","ENSMUSG00000007872"
"605","Lyzl4","LYZL4","ENSMUSG00000032530"
"606","Lyz2","LYZ","ENSMUSG00000069516"
"607","Lyzl6","LYZL6","ENSMUSG00000020945"
"609","Spaca3","SPACA3","ENSMUSG00000053184"
"611","Mab21l1","MAB21L1","ENSMUSG00000056947"
"612","Ptgs1","PTGS1","ENSMUSG00000047250"
"613","Ptgs2","PTGS2","ENSMUSG00000032487"
"614","Ahr","AHR","ENSMUSG00000019256"
"615","Thbs1","THBS1","ENSMUSG00000040152"
"616","Thbs2","THBS2","ENSMUSG00000023885"
"617","Thbs3","THBS3","ENSMUSG00000028047"
"618","Thbs4","THBS4","ENSMUSG00000021702"
"619","Myo7a","MYO7A","ENSMUSG00000030761"
"620","Mycn","MYCN","ENSMUSG00000037169"
"621","Pcdh10","PCDH10","ENSMUSG00000049100"
"622","Pcdhac1","PCDHAC1","ENSMUSG00000103255"
"623","Pcdhgc3","PCDHGC3","ENSMUSG00000102918"
"624","Oaz1","OAZ1","ENSMUSG00000035242"
"625","Bbs2","BBS2","ENSMUSG00000031755"
"626","Prc1","PRC1","ENSMUSG00000038943"
"627","Tagln2","TAGLN2","ENSMUSG00000026547"
"628","H13","HM13","ENSMUSG00000019188"
"629","Cask","CASK","ENSMUSG00000031012"
"630","Hgd","HGD","ENSMUSG00000022821"
"631","Plagl2","PLAGL2","ENSMUSG00000051413"
"632","P2rx4","P2RX4","ENSMUSG00000029470"
"633","Esr1","ESR1","ENSMUSG00000019768"
"634","Cers4","CERS4","ENSMUSG00000008206"
"635","Cers2","CERS2","ENSMUSG00000015714"
"636","Robo4","ROBO4","ENSMUSG00000032125"
"637","Abl2","ABL2","ENSMUSG00000026596"
"638","Rfc3","RFC3","ENSMUSG00000033970"
"639","Adcyap1","ADCYAP1","ENSMUSG00000024256"
"640","Cyp2j7","CYP2J2","ENSMUSG00000081362"
"646","Atp5mc3","ATP5MC3","ENSMUSG00000018770"
"647","Reln","RELN","ENSMUSG00000042453"
"648","Has2","HAS2","ENSMUSG00000022367"
"649","Sim1","SIM1","ENSMUSG00000019913"
"650","Atp2a1","ATP2A1","ENSMUSG00000030730"
"651","Msh6","MSH6","ENSMUSG00000005370"
"652","Mthfd1","MTHFD1","ENSMUSG00000021048"
"653","Prrx1","PRRX1","ENSMUSG00000026586"
"654","Id2","ID2","ENSMUSG00000020644"
"655","Gapdhs","GAPDHS","ENSMUSG00000061099"
"656","Guk1","GUK1","ENSMUSG00000020444"
"657","Eef2k","EEF2K","ENSMUSG00000035064"
"658","Apmap","APMAP","ENSMUSG00000033096"
"659","Sec31a","SEC31A","ENSMUSG00000035325"
"660","Unc45b","UNC45B","ENSMUSG00000018845"
"661","St8sia2","ST8SIA2","ENSMUSG00000025789"
"662","Dnah9","DNAH9","ENSMUSG00000056752"
"663","Trh","TRH","ENSMUSG00000005892"
"664","Acvrl1","ACVRL1","ENSMUSG00000000530"
"665","Foxn1","FOXN1","ENSMUSG00000002057"
"666","Adra2a","ADRA2A","ENSMUSG00000033717"
"667","Adra2b","ADRA2B","ENSMUSG00000058620"
"668","Adra2c","ADRA2C","ENSMUSG00000045318"
"669","Tram1","TRAM1","ENSMUSG00000025935"
"670","Tram1l1","TRAM1L1","ENSMUSG00000044528"
"671","Pak2","PAK2","ENSMUSG00000022781"
"672","Gatm","GATM","ENSMUSG00000027199"
"673","Ap3m1","AP3M1","ENSMUSG00000021824"
"674","Ccng2","CCNG2","ENSMUSG00000029385"
"675","Tlx3","TLX3","ENSMUSG00000040610"
"676","Tlx1","TLX1","ENSMUSG00000025215"
"677","Ap3m2","AP3M2","ENSMUSG00000031539"
"678","Kat6a","KAT6A","ENSMUSG00000031540"
"679","Btaf1","BTAF1","ENSMUSG00000040565"
"680","Npm1","NPM1","ENSMUSG00000057113"
"681","Etf1","ETF1","ENSMUSG00000024360"
"682","Lgmn","LGMN","ENSMUSG00000021190"
"683","Ccnf","CCNF","ENSMUSG00000072082"
"684","Cad","CAD","ENSMUSG00000013629"
"685","Ranbp9","RANBP9","ENSMUSG00000038546"
"686","Neo1","NEO1","ENSMUSG00000032340"
"687","Arcn1","ARCN1","ENSMUSG00000032096"
"688","Smoc2","SMOC2","ENSMUSG00000023886"
"689","Epb41l3","EPB41L3","ENSMUSG00000024044"
"690","Trpm7","TRPM7","ENSMUSG00000027365"
"691","Rdh8","RDH8","ENSMUSG00000053773"
"692","Cdon","CDON","ENSMUSG00000038119"
"693","Ets1","ETS1","ENSMUSG00000032035"
"694","Lmo1","LMO1","ENSMUSG00000036111"
"695","Plk1","PLK1","ENSMUSG00000030867"
"696","Has3","HAS3","ENSMUSG00000031910"
"697","Drd3","DRD3","ENSMUSG00000022705"
"698","Drd2","DRD2","ENSMUSG00000032259"
"699","C7","C7","ENSMUSG00000079105"
"700","Grm6","GRM6","ENSMUSG00000000617"
"701","Aldh3b2","ALDH3B2","ENSMUSG00000075296"
"703","Aldh3b1","ALDH3B1","ENSMUSG00000024885"
"704","Smarca5","SMARCA5","ENSMUSG00000031715"
"705","Bckdk","BCKDK","ENSMUSG00000030802"
"706","Nav3","NAV3","ENSMUSG00000020181"
"707","Hspd1","HSPD1","ENSMUSG00000025980"
"708","F7","F7","ENSMUSG00000031443"
"709","Fbp1","FBP1","ENSMUSG00000069805"
"710","Hnf1a","HNF1A","ENSMUSG00000029556"
"711","Parp10","PARP10","ENSMUSG00000063268"
"712","Timm9","TIMM9","ENSMUSG00000021079"
"713","Farsb","FARSB","ENSMUSG00000026245"
"714","Sdc2","SDC2","ENSMUSG00000022261"
"715","Sebox","SEBOX","ENSMUSG00000001103"
"716","Ahcyl1","AHCYL1","ENSMUSG00000027893"
"717","F10","F10","ENSMUSG00000031444"
"718","Mcm5","MCM5","ENSMUSG00000005410"
"719","Mtx1","MTX1","ENSMUSG00000064068"
"720","Mtx2","MTX2","ENSMUSG00000027099"
"721","Mtx3","MTX3","ENSMUSG00000021704"
"722","B3gnt7","B3GNT7","ENSMUSG00000079445"
"723","Msn","MSN","ENSMUSG00000031207"
"724","Ddx55","DDX55","ENSMUSG00000029389"
"725","Sdad1","SDAD1","ENSMUSG00000029415"
"726","Med29","MED29","ENSMUSG00000003444"
"727","Tsr2","TSR2","ENSMUSG00000025264"
"728","Arl13b","ARL13B","ENSMUSG00000022911"
"729","Atp6v1h","ATP6V1H","ENSMUSG00000033793"
"730","Phf5a","PHF5A","ENSMUSG00000061360"
"731","Ncs1","NCS1","ENSMUSG00000062661"
"732","Ddx54","DDX54","ENSMUSG00000029599"
"733","Dmrt3","DMRT3","ENSMUSG00000042372"
"734","Ints7","INTS7","ENSMUSG00000037461"
"735","Dag1","DAG1","ENSMUSG00000039952"
"736","Mc4r","MC4R","ENSMUSG00000047259"
"737","Mc5r","MC5R","ENSMUSG00000007480"
"738","Lamb1","LAMB1","ENSMUSG00000002900"
"739","Lamc1","LAMC1","ENSMUSG00000026478"
"740","Igfbp1","IGFBP1","ENSMUSG00000020429"
"741","Wdr43","WDR43","ENSMUSG00000041057"
"742","Nifk","NIFK","ENSMUSG00000026377"
"743","Ttc27","TTC27","ENSMUSG00000024078"
"744","Zcchc7","ZCCHC7","ENSMUSG00000035649"
"745","Omp","OMP","ENSMUSG00000074006"
"746","Phex","PHEX","ENSMUSG00000057457"
"747","Ruvbl2","RUVBL2","ENSMUSG00000003868"
"748","Ruvbl1","RUVBL1","ENSMUSG00000030079"
"749","Ttn","TTN","ENSMUSG00000051747"
"750","Capns1","CAPNS1","ENSMUSG00000001794"
"751","Elovl6","ELOVL6","ENSMUSG00000041220"
"752","Impdh2","IMPDH2","ENSMUSG00000062867"
"753","Coro1c","CORO1C","ENSMUSG00000004530"
"754","Kbtbd8","KBTBD8","ENSMUSG00000030031"
"755","Pola1","POLA1","ENSMUSG00000006678"
"756","Gapdhrt","GAPDH","ENSMUSG00000097148"
"759","Rock2","ROCK2","ENSMUSG00000020580"
"760","Esr2","ESR2","ENSMUSG00000021055"
"761","Scfd1","SCFD1","ENSMUSG00000020952"
"762","Azin1","AZIN1","ENSMUSG00000037458"
"763","Ttk","TTK","ENSMUSG00000038379"
"764","Nfe2","NFE2","ENSMUSG00000058794"
"765","Mbp","MBP","ENSMUSG00000041607"
"766","Smad7","SMAD7","ENSMUSG00000025880"
"767","Cdh12","CDH12","ENSMUSG00000040452"
"768","Epb41","EPB41","ENSMUSG00000028906"
"769","Hmgn1","HMGN1","ENSMUSG00000040681"
"770","Prkar2a","PRKAR2A","ENSMUSG00000032601"
"771","Laptm4a","LAPTM4A","ENSMUSG00000020585"
"772","Sirt2","SIRT2","ENSMUSG00000015149"
"773","Agrn","AGRN","ENSMUSG00000041936"
"774","Rnf128","RNF128","ENSMUSG00000031438"
"775","Rnf148","RNF148","ENSMUSG00000078179"
"776","Rnf133","RNF133","ENSMUSG00000051956"
"777","Smc2","SMC2","ENSMUSG00000028312"
"778","Exoc1","EXOC1","ENSMUSG00000036435"
"779","Csl","CS","ENSMUSG00000046934"
"781","Ube2m","UBE2M","ENSMUSG00000005575"
"782","Cyp27a1","CYP27A1","ENSMUSG00000026170"
"783","Hsdl2","HSDL2","ENSMUSG00000028383"
"784","4931406C07Rik","C11orf54","ENSMUSG00000031938"
"785","Comtd1","COMTD1","ENSMUSG00000021773"
"786","Apoc1","APOC1","ENSMUSG00000040564"
"787","Hnf4a","HNF4A","ENSMUSG00000017950"
"788","Arfgef1","ARFGEF1","ENSMUSG00000067851"
"789","Fah","FAH","ENSMUSG00000030630"
"790","Mtif2","MTIF2","ENSMUSG00000020459"
"791","Prdx4","PRDX4","ENSMUSG00000025289"
"792","Zfp423","ZNF423","ENSMUSG00000045333"
"793","Yy1","YY1","ENSMUSG00000021264"
"794","Cpb1","CPB1","ENSMUSG00000011463"
"795","Ahsg","AHSG","ENSMUSG00000022868"
"796","Chil3","CHIA","ENSMUSG00000040809"
"801","Tat","TAT","ENSMUSG00000001670"
"802","Cbx3","CBX3","ENSMUSG00000029836"
"803","Cd9","CD9","ENSMUSG00000030342"
"804","2310057J18Rik","C6orf58","ENSMUSG00000015519"
"805","Tdo2","TDO2","ENSMUSG00000028011"
"806","Lpar5","LPAR5","ENSMUSG00000067714"
"807","Cel","CEL","ENSMUSG00000026818"
"808","Agt","AGT","ENSMUSG00000031980"
"809","Nqo2","NQO2","ENSMUSG00000046949"
"810","Nqo1","NQO1","ENSMUSG00000003849"
"811","Uap1","UAP1","ENSMUSG00000026670"
"812","Slc2a2","SLC2A2","ENSMUSG00000027690"
"813","Gmpr2","GMPR2","ENSMUSG00000002326"
"814","Atp5f1b","ATP5F1B","ENSMUSG00000025393"
"815","Dpp3","DPP3","ENSMUSG00000063904"
"816","Dhrs9","DHRS9","ENSMUSG00000027068"
"817","Aldh9a1","ALDH9A1","ENSMUSG00000026687"
"818","Serping1","SERPING1","ENSMUSG00000023224"
"819","Apoa1","APOA1","ENSMUSG00000032083"
"820","Apoa4","APOA4","ENSMUSG00000032080"
"821","Uqcrc2","UQCRC2","ENSMUSG00000030884"
"822","Pik3r1","PIK3R1","ENSMUSG00000041417"
"823","Rpl3","RPL3","ENSMUSG00000060036"
"824","Zfyve21","ZFYVE21","ENSMUSG00000021286"
"825","Trabd","TRABD","ENSMUSG00000015363"
"826","Eif1a","EIF1AX","ENSMUSG00000057561"
"827","Shbg","SHBG","ENSMUSG00000005202"
"828","Chpt1","CHPT1","ENSMUSG00000060002"
"829","St6galnac3","ST6GALNAC3","ENSMUSG00000052544"
"830","Fosl1","FOSL1","ENSMUSG00000024912"
"831","Arg2","ARG2","ENSMUSG00000021125"
"832","Hsd17b12","HSD17B12","ENSMUSG00000027195"
"833","Nprl3","NPRL3","ENSMUSG00000020289"
"834","Tomm40","TOMM40","ENSMUSG00000002984"
"835","Plpbp","PLPBP","ENSMUSG00000031485"
"836","Upb1","UPB1","ENSMUSG00000033427"
"837","Rab5a","RAB5A","ENSMUSG00000017831"
"838","Aco2","ACO2","ENSMUSG00000022477"
"839","Pask","PASK","ENSMUSG00000026274"
"840","Plg","PLG","ENSMUSG00000059481"
"841","Serpina3i","SERPINA3","ENSMUSG00000079014"
"842","Serpina1a","SERPINA1","ENSMUSG00000066366"
"852","Zfp654","ZNF654","ENSMUSG00000047141"
"853","Cc2d1b","CC2D1B","ENSMUSG00000028582"
"854","Prex1","PREX1","ENSMUSG00000039621"
"855","Dus1l","DUS1L","ENSMUSG00000025155"
"856","Aftph","AFTPH","ENSMUSG00000049659"
"857","Qpctl","QPCTL","ENSMUSG00000030407"
"858","Timm44","TIMM44","ENSMUSG00000002949"
"859","Alox15","ALOX15","ENSMUSG00000018924"
"860","Alox12","ALOX12","ENSMUSG00000000320"
"861","Cav1","CAV1","ENSMUSG00000007655"
"862","Hsf2bp","HSF2BP","ENSMUSG00000002076"
"863","Ccar1","CCAR1","ENSMUSG00000020074"
"864","Nans","NANS","ENSMUSG00000028334"
"865","Morc3","MORC3","ENSMUSG00000039456"
"866","Zfp770","ZNF770","ENSMUSG00000040321"
"867","Tia1","TIA1","ENSMUSG00000071337"
"868","Csrnp1","CSRNP1","ENSMUSG00000032515"
"869","Blvrb","BLVRB","ENSMUSG00000040466"
"870","Map2k5","MAP2K5","ENSMUSG00000058444"
"871","Polrmt","POLRMT","ENSMUSG00000020329"
"872","Atp6v0d1","ATP6V0D1","ENSMUSG00000013160"
"873","Fem1b","FEM1B","ENSMUSG00000032244"
"874","Ldlrad3","LDLRAD3","ENSMUSG00000048058"
"875","Lnpep","LNPEP","ENSMUSG00000023845"
"876","Ubr7","UBR7","ENSMUSG00000041712"
"877","Cnot9","CNOT9","ENSMUSG00000026174"
"878","Ddx3x","DDX3X","ENSMUSG00000000787"
"879","Fmnl3","FMNL3","ENSMUSG00000023008"
"880","Anapc5","ANAPC5","ENSMUSG00000029472"
"881","Prom1","PROM1","ENSMUSG00000029086"
"882","Mrm3","MRM3","ENSMUSG00000038046"
"883","Tdrp","TDRP","ENSMUSG00000050052"
"884","Ttll9","TTLL9","ENSMUSG00000074673"
"885","Dnajc5g","DNAJC5G","ENSMUSG00000053856"
"886","Cd164","CD164","ENSMUSG00000019818"
"887","Ewsr1","EWSR1","ENSMUSG00000009079"
"888","Otop1","OTOP1","ENSMUSG00000051596"
"889","Plxnc1","PLXNC1","ENSMUSG00000074785"
"890","Nanos1","NANOS1","ENSMUSG00000072437"
"891","Atg7","ATG7","ENSMUSG00000030314"
"892","Asb12","ASB12","ENSMUSG00000031204"
"893","Rexo1","REXO1","ENSMUSG00000047417"
"894","Efs","EFS","ENSMUSG00000022203"
"895","Wdhd1","WDHD1","ENSMUSG00000037572"
"896","Socs6","SOCS6","ENSMUSG00000056153"
"897","Dnajc11","DNAJC11","ENSMUSG00000039768"
"898","Rpl13a","RPL13A","ENSMUSG00000074129"
"899","Slk","SLK","ENSMUSG00000025060"
"900","Nup50","NUP50","ENSMUSG00000016619"
"902","Pdap1","PDAP1","ENSMUSG00000029623"
"903","Cdca4","CDCA4","ENSMUSG00000047832"
"904","Clcn3","CLCN3","ENSMUSG00000004319"
"905","Zbtb40","ZBTB40","ENSMUSG00000060862"
"906","Acap3","ACAP3","ENSMUSG00000029033"
"907","Appbp2","APPBP2","ENSMUSG00000018481"
"908","Nktr","NKTR","ENSMUSG00000032525"
"909","Lgi1","LGI1","ENSMUSG00000067242"
"910","Cabin1","CABIN1","ENSMUSG00000020196"
"911","Exosc8","EXOSC8","ENSMUSG00000027752"
"912","Cers5","CERS5","ENSMUSG00000023021"
"913","Lin9","LIN9","ENSMUSG00000058729"
"914","Alcam","ALCAM","ENSMUSG00000022636"
"915","Tm7sf3","TM7SF3","ENSMUSG00000040234"
"916","Lrch1","LRCH1","ENSMUSG00000068015"
"917","Tcerg1","TCERG1","ENSMUSG00000024498"
"918","Phf14","PHF14","ENSMUSG00000029629"
"919","Epyc","EPYC","ENSMUSG00000019936"
"920","Optc","OPTC","ENSMUSG00000010311"
"921","Cd63","CD63","ENSMUSG00000025351"
"922","Ctdspl2","CTDSPL2","ENSMUSG00000033411"
"923","Tmcc3","TMCC3","ENSMUSG00000020023"
"924","Nfkbia","NFKBIA","ENSMUSG00000021025"
"925","Bend6","BEND6","ENSMUSG00000042182"
"926","Stx5a","STX5","ENSMUSG00000010110"
"927","Ace3","ACE3P","ENSMUSG00000101605"
"928","Ace","ACE","ENSMUSG00000020681"
"929","Ccnt2","CCNT2","ENSMUSG00000026349"
"930","Smurf2","SMURF2","ENSMUSG00000018363"
"931","Ankrd13a","ANKRD13A","ENSMUSG00000041870"
"932","Smarcd1","SMARCD1","ENSMUSG00000023018"
"933","Ctdsp2","CTDSP2","ENSMUSG00000078429"
"934","Hnrnpab","HNRNPAB","ENSMUSG00000020358"
"935","Fignl1","FIGNL1","ENSMUSG00000035455"
"936","Alpk2","ALPK2","ENSMUSG00000032845"
"937","Ahsa1","AHSA1","ENSMUSG00000021037"
"938","Bfar","BFAR","ENSMUSG00000022684"
"939","Pphln1","PPHLN1","ENSMUSG00000036167"
"940","Col13a1","COL13A1","ENSMUSG00000058806"
"941","Kat7","KAT7","ENSMUSG00000038909"
"942","Pkn3","PKN3","ENSMUSG00000026785"
"943","Pik3cb","PIK3CB","ENSMUSG00000032462"
"944","Racgap1","RACGAP1","ENSMUSG00000023015"
"945","Marcks","MARCKS","ENSMUSG00000069662"
"946","Snx4","SNX4","ENSMUSG00000022808"
"947","Ddx41","DDX41","ENSMUSG00000021494"
"948","Tmem39a","TMEM39A","ENSMUSG00000002845"
"949","Filip1","FILIP1","ENSMUSG00000034898"
"950","Lasp1","LASP1","ENSMUSG00000038366"
"951","Wsb1","WSB1","ENSMUSG00000017677"
"952","Usp8","USP8","ENSMUSG00000027363"
"953","Chac1","CHAC1","ENSMUSG00000027313"
"954","Wbp1l","WBP1L","ENSMUSG00000047731"
"955","Cic","CIC","ENSMUSG00000005442"
"956","Gas8","GAS8","ENSMUSG00000040220"
"957","Col14a1","COL14A1","ENSMUSG00000022371"
"958","Cd99l2","CD99L2","ENSMUSG00000035776"
"959","Ehd1","EHD1","ENSMUSG00000024772"
"960","Flrt3","FLRT3","ENSMUSG00000051379"
"961","Zbtb16","ZBTB16","ENSMUSG00000066687"
"962","Cep85","CEP85","ENSMUSG00000037443"
"963","Bcar1","BCAR1","ENSMUSG00000031955"
"964","Ddx20","DDX20","ENSMUSG00000027905"
"965","Rps28","RPS28","ENSMUSG00000067288"
"966","Rpl10a","RPL10A","ENSMUSG00000037805"
"967","Hdlbp","HDLBP","ENSMUSG00000034088"
"968","Tcaf1","TCAF1","ENSMUSG00000036667"
"969","Taf9","TAF9","ENSMUSG00000052293"
"970","Taf9b","TAF9B","ENSMUSG00000047242"
"971","Klhl31","KLHL31","ENSMUSG00000044938"
"972","Clcn6","CLCN6","ENSMUSG00000029016"
"973","Klhdc4","KLHDC4","ENSMUSG00000040263"
"974","Zfp618","ZNF618","ENSMUSG00000028358"
"975","Tbc1d30","TBC1D30","ENSMUSG00000052302"
"976","Sin3a","SIN3A","ENSMUSG00000042557"
"977","Ndnf","NDNF","ENSMUSG00000049001"
"978","Pum1","PUM1","ENSMUSG00000028580"
"979","Tomm34","TOMM34","ENSMUSG00000018322"
"980","Cd248","CD248","ENSMUSG00000056481"
"981","Rpl14","RPL14","ENSMUSG00000025794"
"982","Chtop","CHTOP","ENSMUSG00000001017"
"983","Evpl","EVPL","ENSMUSG00000034282"
"984","Sult1b1","SULT1B1","ENSMUSG00000029269"
"985","Sult1e1","SULT1E1","ENSMUSG00000029272"
"986","Flna","FLNA","ENSMUSG00000031328"
"987","Mphosph10","MPHOSPH10","ENSMUSG00000030521"
"988","Cfl1","CFL1","ENSMUSG00000056201"
"989","Prickle1","PRICKLE1","ENSMUSG00000036158"
"990","Nfyc","NFYC","ENSMUSG00000032897"
"991","Apoc2","APOC2","ENSMUSG00000002992"
"993","Metap2","METAP2","ENSMUSG00000036112"
"994","Eif4g2","EIF4G2","ENSMUSG00000005610"
"995","Cemip2","CEMIP2","ENSMUSG00000024754"
"996","Pa2g4","PA2G4","ENSMUSG00000025364"
"997","Lsg1","LSG1","ENSMUSG00000022538"
"998","Prdm1","PRDM1","ENSMUSG00000038151"
"999","Fbxo34","FBXO34","ENSMUSG00000037536"
"1000","Ylpm1","YLPM1","ENSMUSG00000021244"
"1001","Zmynd8","ZMYND8","ENSMUSG00000039671"
"1002","Bhlha9","BHLHA9","ENSMUSG00000044243"
"1003","Zc4h2","ZC4H2","ENSMUSG00000035062"
"1004","Mtg2","MTG2","ENSMUSG00000039069"
"1005","Krt34","KRT34","ENSMUSG00000043485"
"1006","Krt12","KRT12","ENSMUSG00000020912"
"1007","Krt16","KRT16","ENSMUSG00000053797"
"1008","Krt24","KRT24","ENSMUSG00000020913"
"1009","Krt19","KRT19","ENSMUSG00000020911"
"1010","Krt15","KRT15","ENSMUSG00000054146"
"1011","Krt14","KRT14","ENSMUSG00000045545"
"1012","Krt31","KRT31","ENSMUSG00000048981"
"1013","Krt17","KRT17","ENSMUSG00000035557"
"1014","Krt13","KRT13","ENSMUSG00000044041"
"1015","Crtc2","CRTC2","ENSMUSG00000027936"
"1016","Kifap3","KIFAP3","ENSMUSG00000026585"
"1017","Col20a1","COL20A1","ENSMUSG00000016356"
"1018","Slc35c2","SLC35C2","ENSMUSG00000017664"
"1019","Antkmt","ANTKMT","ENSMUSG00000057411"
"1020","Gnai1","GNAI1","ENSMUSG00000057614"
"1021","Dennd5b","DENND5B","ENSMUSG00000030313"
"1022","Hnrnpa0","HNRNPA0","ENSMUSG00000007836"
"1023","Zfp280b","ZNF280B","ENSMUSG00000049764"
"1024","Zfp280c","ZNF280C","ENSMUSG00000036916"
"1025","Zfp280d","ZNF280D","ENSMUSG00000038535"
"1026","Grcc10","C12orf57","ENSMUSG00000072772"
"1027","Col4a5","COL4A5","ENSMUSG00000031274"
"1028","Bnip3l","BNIP3L","ENSMUSG00000022051"
"1029","Vkorc1","VKORC1","ENSMUSG00000096145"
"1030","Cc2d2a","CC2D2A","ENSMUSG00000039765"
"1031","Arl4d","ARL4D","ENSMUSG00000034936"
"1032","Cltc","CLTC","ENSMUSG00000047126"
"1033","Lama3","LAMA3","ENSMUSG00000024421"
"1034","Senp3","SENP3","ENSMUSG00000005204"
"1035","Pik3r5","PIK3R5","ENSMUSG00000020901"
"1036","Cfb","CFB","ENSMUSG00000090231"
"1037","Tmx1","TMX1","ENSMUSG00000021072"
"1038","Eif4ebp1","EIF4EBP1","ENSMUSG00000031490"
"1039","Hexb","HEXB","ENSMUSG00000021665"
"1040","Med24","MED24","ENSMUSG00000017210"
"1041","Vapb","VAPB","ENSMUSG00000054455"
"1042","Cdca5","CDCA5","ENSMUSG00000024791"
"1043","Itm2b","ITM2B","ENSMUSG00000022108"
"1044","Galnt1","GALNT1","ENSMUSG00000000420"
"1045","Gpr182","GPR182","ENSMUSG00000058396"
"1046","Pdcl","PDCL","ENSMUSG00000009030"
"1047","Dcaf15","DCAF15","ENSMUSG00000037103"
"1048","Zfp36l1","ZFP36L1","ENSMUSG00000021127"
"1049","Srpk1","SRPK1","ENSMUSG00000004865"
"1050","Tmem154","TMEM154","ENSMUSG00000056498"
"1051","Cela1","CELA1","ENSMUSG00000023031"
"1052","Zmym5","ZMYM5","ENSMUSG00000040123"
"1053","Zmym2","ZMYM2","ENSMUSG00000021945"
"1054","Hcfc1","HCFC1","ENSMUSG00000031386"
"1055","Hspa4l","HSPA4L","ENSMUSG00000025757"
"1056","F11r","F11R","ENSMUSG00000038235"
"1057","Pou2f1","POU2F1","ENSMUSG00000026565"
"1058","Rtn1","RTN1","ENSMUSG00000021087"
"1059","Col7a1","COL7A1","ENSMUSG00000025650"
"1060","Midn","MIDN","ENSMUSG00000035621"
"1061","Oxr1","OXR1","ENSMUSG00000022307"
"1062","Dab2ip","DAB2IP","ENSMUSG00000026883"
"1063","Top2a","TOP2A","ENSMUSG00000020914"
"1064","Stx4a","STX4","ENSMUSG00000030805"
"1065","Ank","ANKH","ENSMUSG00000022265"
"1066","Prxl2a","PRXL2A","ENSMUSG00000021792"
"1067","Dbr1","DBR1","ENSMUSG00000032469"
"1068","Rnaseh2c","RNASEH2C","ENSMUSG00000024925"
"1069","Atp8b2","ATP8B2","ENSMUSG00000060671"
"1070","Hspb8","HSPB8","ENSMUSG00000041548"
"1071","Gdi2","GDI2","ENSMUSG00000021218"
"1072","Sf1","SF1","ENSMUSG00000024949"
"1073","Ldhd","LDHD","ENSMUSG00000031958"
"1074","Rsad1","RSAD1","ENSMUSG00000039096"
"1075","F13b","F13B","ENSMUSG00000026368"
"1076","Rnaset2a","RNASET2","ENSMUSG00000095687"
"1078","Plekhg6","PLEKHG6","ENSMUSG00000038167"
"1079","Tfcp2","TFCP2","ENSMUSG00000009733"
"1080","Akap10","AKAP10","ENSMUSG00000047804"
